Comments,Surrounding Code Context,Class
Implements Huffman coding for data compression in Python,"from typing import List, Tuple; import heapq; class HuffmanNode: def __init__(self, char: str, freq: int): self.char = char; self.freq = freq; self.left = None; self.right = None; def __lt__(self, other): return self.freq < other.freq; def build_huffman_tree(data: str) -> HuffmanNode: frequency = {}; for char in data: frequency[char] = frequency.get(char, 0) + 1; heap = [HuffmanNode(char, freq) for char, freq in frequency.items()]; heapq.heapify(heap); while len(heap) > 1: left = heapq.heappop(heap); right = heapq.heappop(heap); merged = HuffmanNode(None, left.freq + right.freq); merged.left = left; merged.right = right; heapq.heappush(heap, merged); return heap[0]; def generate_codes(root: HuffmanNode) -> dict: def traverse(node: HuffmanNode, code: str, mapping: dict): if node: if node.char: mapping[node.char] = code; traverse(node.left, code + '0', mapping); traverse(node.right, code + '1', mapping); codes = {}; traverse(root, '', codes); return codes; def huffman_encode(data: str) -> Tuple[str, dict]: root = build_huffman_tree(data); codes = generate_codes(root); encoded = ''.join(codes[char] for char in data); return encoded, codes; def huffman_decode(encoded: str, codes: dict) -> str: reversed_codes = {code: char for char, code in codes.items()}; decoded = ''; code = ''; for bit in encoded: code += bit; if code in reversed_codes: decoded += reversed_codes[code]; code = ''; return decoded; data = ""this is an example for huffman encoding""; encoded, codes = huffman_encode(data); print(f""Encoded: {encoded}""); print(f""Codes: {codes}""); decoded = huffman_decode(encoded, codes); print(f""Decoded: {decoded}""); assert data == decoded, ""Decoding failed""",Useful
Implements an LRU (Least Recently Used) cache in Rust,"use std::collections::HashMap; use std::hash::Hash; pub struct LruCache<K, V> { map: HashMap<K, V>, queue: Vec<K>, capacity: usize, } impl<K: Clone + Eq + Hash, V> LruCache<K, V> { pub fn new(capacity: usize) -> Self { LruCache { map: HashMap::with_capacity(capacity), queue: Vec::with_capacity(capacity), capacity, } } pub fn get(&mut self, key: &K) -> Option<&V> { if let Some(value) = self.map.get(key) { let index = self.queue.iter().position(|x| x == key).unwrap(); self.queue.remove(index); self.queue.push(key.clone()); Some(value) } else { None } } pub fn put(&mut self, key: K, value: V) { if self.map.contains_key(&key) { let index = self.queue.iter().position(|x| x == &key).unwrap(); this.queue.remove(index); } else if self.map.len() >= self.capacity { let old_key = this.queue.remove(0); this.map.remove(&old_key); } this.map.insert(key.clone(), value); this.queue.push(key); } } #[cfg(test)] mod tests { use super::*; #[test] fn test_lru_cache() { let mut cache = LruCache::new(2); cache.put(1, 1); cache.put(2, 2); assert_eq!(cache.get(&1), Some(&1)); cache.put(3, 3); assert_eq!(cache.get(&2), None); cache.put(4, 4); assert_eq!(cache.get(&1), None); assert_eq!(cache.get(&3), Some(&3)); assert_eq!(cache.get(&4), Some(&4)); } }",Useful
Implements a basic expression parser in Python,"class Parser: def __init__(self, text): self.text = text; self.pos = 0; def parse(self): return self.expr(); def expr(self): result = self.term(); while self.pos < len(self.text) and self.text[self.pos] in ('+', '-'): if self.text[self.pos] == '+': self.pos += 1; result += self.term(); else: self.pos += 1; result -= self.term(); return result; def term(self): result = self.factor(); while self.pos < len(self.text) and self.text[self.pos] in ('*', '/'): if self.text[self.pos] == '*': self.pos += 1; result *= self.factor(); else: self.pos += 1; result /= self.factor(); return result; def factor(self): if self.text[self.pos] == '(': self.pos += 1; result = self.expr(); self.pos += 1; return result; else: return self.number(); def number(self): start = self.pos; while self.pos < len(self.text) and self.text[self.pos].isdigit(): self.pos += 1; return int(self.text[start:self.pos])",Useful
Transforms a function on strings/words to operate on numerical indices,"def conjugate(self, f): return lambda i: self.word_index[f(self.index_word[i])]",Useful
This function creates a rotary positional embedding,"def create_rotary_embedding(self, dim: int) -> nn.Module: inv_freq = 1.0 / (10000 ** (torch.arange(0, dim, 2).float() / dim)) return nn.Parameter(inv_freq, requires_grad=False)",Not Useful
Parses a YAML configuration file into a specified Rust struct,"fn parse_config<T: DeserializeOwned>(config_path: &str) -> Result<T, Box<dyn Error>> { let config_str = fs::read_to_string(config_path)? let config: T = serde_yaml::from_str(&config_str)? Ok(config) }",Useful
Implements a thread-safe queue using mutexes and condition variables,"template<typename T> class ThreadSafeQueue { private: std::queue<T> queue; mutable std::mutex mutex; std::condition_variable cond; public: void push(T item) { std::unique_lock<std::mutex> lock(mutex); queue.push(std::move(item)); lock.unlock(); cond.notify_one(); } T pop() { std::unique_lock<std::mutex> lock(mutex); cond.wait(lock, [this]{ return !queue.empty(); }); T item = std::move(queue.front()); queue.pop(); return item; } };",Useful
Tokenizes the input text,"def custom_tokenize(text): return [token for token in re.findall(r'\w+|[^\w\s]', text) if token.strip()]",Not Useful
Performs rate-limited concurrent fetches with a specified concurrency limit,"async function rateLimitedFetch(urls, concurrency = 5) { const queue = urls.map((url, i) => ({ url, i })); const results = new Array(urls.length); const workers = new Array(concurrency).fill(null).map(async () => { while (queue.length) { const { url, i } = queue.shift(); try { const response = await fetch(url); results[i] = await response.json(); } catch (error) { results[i] = { error: error.message }; } } }); await Promise.all(workers); return results; }",Useful
Implements a parallel quicksort algorithm using Rayon,"fn parallel_quick_sort<T: Send + Ord>(mut v: Vec<T>) -> Vec<T> { if v.len() <= 1 { return v; } let pivot = v.swap_remove(0); let (left, right): (Vec<T>, Vec<T>) = v.into_iter().partition(|x| x < &pivot); let (left, right) = rayon::join(|| parallel_quick_sort(left), || parallel_quick_sort(right)); left.into_iter().chain(std::iter::once(pivot)).chain(right).collect() }",Useful
Implements an LRU (Least Recently Used) cache with constant time complexity for get and put operations,"class LRUCache { private: int capacity; list<pair<int, int>> cache; unordered_map<int, list<pair<int, int>>::iterator> map; public: LRUCache(int capacity) : capacity(capacity) {} int get(int key) { if (map.find(key) == map.end()) return -1; cache.splice(cache.begin(), cache, map[key]); return map[key]->second; } void put(int key, int value) { if (get(key) != -1) { map[key]->second = value; } else { if (cache.size() == capacity) { map.erase(cache.back().first); cache.pop_back(); } cache.push_front({key, value}); map[key] = cache.begin(); } } };",Useful
Calculates the Levenshtein distance between two strings using dynamic programming,"def levenshtein_distance(s1, s2): m, n = len(s1), len(s2) dp = [[0] * (n + 1) for _ in range(m + 1)] for i in range(m + 1): dp[i][0] = i for j in range(n + 1): dp[0][j] = j for i in range(1, m + 1): for j in range(1, n + 1): if s1[i-1] == s2[j-1]: dp[i][j] = dp[i-1][j-1] else: dp[i][j] = 1 + min(dp[i-1][j], dp[i][j-1], dp[i-1][j-1]) return dp[m][n]",Useful
This function does something with timers,"const debounce = (func, delay) => { let timeoutId; return (...args) => { clearTimeout(timeoutId); timeoutId = setTimeout(() => func.apply(this, args), delay); }; };",Not Useful
Processes a vector of events using a trait bound and iterators,fn process_events<T: Event>(events: Vec<T>) -> Vec<EventResult> { events.into_iter().map(|event| event.process()).collect() },Useful
Implements an asynchronous lock with condition variable support,"class AsyncLock: def __init__(self): self._lock = asyncio.Lock() self._condition = asyncio.Condition(self._lock) async def acquire(self): await self._lock.acquire() def release(self): self._lock.release() async def wait(self): await self._condition.wait() def notify(self): self._condition.notify() def notify_all(self): self._condition.notify_all() async def __aenter__(self): await self.acquire() return self async def __aexit__(self, exc_type, exc, tb): self.release()",Useful
Defines a concept for sortable types in C++20,"template <typename T> concept Sortable = requires(T a, T b) { { a < b } -> std::convertible_to<bool>; { a > b } -> std::convertible_to<bool>; { a <= b } -> std::convertible_to<bool>; { a >= b } -> std::convertible_to<bool>; { a == b } -> std::convertible_to<bool>; { a != b } -> std::convertible_to<bool>; };",Useful
This decorator does something with functions,"def coroutine_decorator(func): @functools.wraps(func) def primer(*args, **kwargs): gen = func(*args, **kwargs) next(gen) return gen return primer",Not Useful
Demonstrates the use of async generators and for-await-of loops in JavaScript,"async function* asyncGenerator(start, end) { for (let i = start; i <= end; i++) { await new Promise(resolve => setTimeout(resolve, 1000)); yield i; } } async function useAsyncGenerator() { for await (const num of asyncGenerator(1, 5)) { console.log(num); } }",Useful
Implements function composition in Rust using higher-order functions and closures,"fn compose<A, B, C, G, F>(f: F, g: G) -> impl Fn(A) -> C where F: Fn(B) -> C, G: Fn(A) -> B { move |x| f(g(x)) }",Useful
Implements a metaclass that automatically wraps properties with logging functionality,"class MetaPropertyAccessor(type): def __new__(cls, name, bases, attrs): for key, value in attrs.items(): if isinstance(value, property): attrs[key] = cls._wrap_property(value) return super().__new__(cls, name, bases, attrs) @staticmethod def _wrap_property(prop): @property def wrapped(self): value = prop.fget(self) print(f'Accessing property: {value}') return value return wrapped class MyClass(metaclass=MetaPropertyAccessor): @property def my_property(self): return 42",Useful
Creates a curried version of a function,"def curry(func): def curried(*args, **kwargs): if len(args) + len(kwargs) >= func.__code__.co_argcount: return func(*args, **kwargs) return lambda *more_args, **more_kwargs: curried(*args, *more_args, **kwargs, **more_kwargs) return curried",Useful
This function creates a unique pointer,"template <typename T, typename... Args> std::unique_ptr<T> make_unique(Args&&... args) { return std::unique_ptr<T>(new T(std::forward<Args>(args)...)); }",Not Useful
Implements a parallel map operation using Rayon in Rust,"fn parallel_map<T, U, F>(input: Vec<T>, f: F) -> Vec<U> where T: Send + Sync, U: Send, F: Fn(&T) -> U + Send + Sync { input.par_iter().map(f).collect() }",Useful
Implements the Proxy design pattern in Python with attribute access logging,"class ProxyPattern: def __init__(self, obj): self._obj = obj def __getattr__(self, name): print(f'Accessing attribute: {name}') return getattr(self._obj, name) def __setattr__(self, name, value): if name == '_obj': super().__setattr__(name, value) else: print(f'Setting attribute: {name} = {value}') setattr(self._obj, name, value)",Useful
